USA,Database,Name,Accession,Type,Length,X.GC,Organism,id
fasta::trinity_out.Trinity.fasta:TRINITY_DN196461_c0_g1_i1,-,TRINITY_DN196461_c0_g1_i1,-,N,229,23.58,NA,TRINITY_DN196461_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN199874_c0_g1_i1,-,TRINITY_DN199874_c0_g1_i1,-,N,217,23.04,NA,TRINITY_DN199874_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN200050_c0_g1_i1,-,TRINITY_DN200050_c0_g1_i1,-,N,210,23.81,NA,TRINITY_DN200050_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN200404_c0_g1_i1,-,TRINITY_DN200404_c0_g1_i1,-,N,229,23.58,NA,TRINITY_DN200404_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN200764_c0_g1_i1,-,TRINITY_DN200764_c0_g1_i1,-,N,205,23.41,NA,TRINITY_DN200764_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN200879_c0_g1_i1,-,TRINITY_DN200879_c0_g1_i1,-,N,347,22.48,NA,TRINITY_DN200879_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN200999_c0_g1_i1,-,TRINITY_DN200999_c0_g1_i1,-,N,412,23.79,NA,TRINITY_DN200999_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN201524_c0_g1_i1,-,TRINITY_DN201524_c0_g1_i1,-,N,242,23.55,NA,TRINITY_DN201524_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN202624_c0_g1_i1,-,TRINITY_DN202624_c0_g1_i1,-,N,205,23.41,NA,TRINITY_DN202624_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN203510_c0_g1_i1,-,TRINITY_DN203510_c0_g1_i1,-,N,307,23.13,NA,TRINITY_DN203510_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN203766_c0_g1_i1,-,TRINITY_DN203766_c0_g1_i1,-,N,528,23.3,NA,TRINITY_DN203766_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN203884_c0_g1_i1,-,TRINITY_DN203884_c0_g1_i1,-,N,280,23.57,NA,TRINITY_DN203884_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN204133_c0_g1_i1,-,TRINITY_DN204133_c0_g1_i1,-,N,205,22.93,NA,TRINITY_DN204133_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN204449_c0_g1_i1,-,TRINITY_DN204449_c0_g1_i1,-,N,223,22.42,NA,TRINITY_DN204449_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN205168_c0_g1_i1,-,TRINITY_DN205168_c0_g1_i1,-,N,239,23.85,NA,TRINITY_DN205168_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN205345_c0_g1_i1,-,TRINITY_DN205345_c0_g1_i1,-,N,251,23.11,NA,TRINITY_DN205345_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN206997_c0_g1_i1,-,TRINITY_DN206997_c0_g1_i1,-,N,308,23.38,NA,TRINITY_DN206997_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN207748_c0_g1_i1,-,TRINITY_DN207748_c0_g1_i1,-,N,245,22.04,NA,TRINITY_DN207748_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN208078_c0_g1_i1,-,TRINITY_DN208078_c0_g1_i1,-,N,246,22.36,NA,TRINITY_DN208078_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN208386_c0_g1_i1,-,TRINITY_DN208386_c0_g1_i1,-,N,243,22.22,NA,TRINITY_DN208386_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN209104_c0_g1_i1,-,TRINITY_DN209104_c0_g1_i1,-,N,212,22.17,NA,TRINITY_DN209104_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN209847_c0_g1_i1,-,TRINITY_DN209847_c0_g1_i1,-,N,328,23.17,NA,TRINITY_DN209847_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN209973_c0_g1_i1,-,TRINITY_DN209973_c0_g1_i1,-,N,218,21.1,NA,TRINITY_DN209973_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN211167_c0_g1_i1,-,TRINITY_DN211167_c0_g1_i1,-,N,249,23.69,NA,TRINITY_DN211167_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN211730_c0_g1_i1,-,TRINITY_DN211730_c0_g1_i1,-,N,240,22.92,NA,TRINITY_DN211730_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN212202_c0_g1_i1,-,TRINITY_DN212202_c0_g1_i1,-,N,229,22.27,NA,TRINITY_DN212202_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN212791_c0_g1_i1,-,TRINITY_DN212791_c0_g1_i1,-,N,242,21.49,NA,TRINITY_DN212791_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN212794_c0_g1_i1,-,TRINITY_DN212794_c0_g1_i1,-,N,262,23.66,NA,TRINITY_DN212794_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN213530_c0_g1_i1,-,TRINITY_DN213530_c0_g1_i1,-,N,341,22.87,NA,TRINITY_DN213530_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN213564_c0_g1_i1,-,TRINITY_DN213564_c0_g1_i1,-,N,259,23.94,NA,TRINITY_DN213564_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN213650_c0_g1_i1,-,TRINITY_DN213650_c0_g1_i1,-,N,210,21.9,NA,TRINITY_DN213650_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN213988_c0_g1_i1,-,TRINITY_DN213988_c0_g1_i1,-,N,206,19.9,NA,TRINITY_DN213988_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN214237_c0_g1_i1,-,TRINITY_DN214237_c0_g1_i1,-,N,273,23.44,NA,TRINITY_DN214237_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN215341_c0_g1_i1,-,TRINITY_DN215341_c0_g1_i1,-,N,225,23.11,NA,TRINITY_DN215341_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN216345_c0_g1_i1,-,TRINITY_DN216345_c0_g1_i1,-,N,227,23.35,NA,TRINITY_DN216345_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN216748_c0_g1_i1,-,TRINITY_DN216748_c0_g1_i1,-,N,272,23.9,NA,TRINITY_DN216748_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN217326_c0_g1_i1,-,TRINITY_DN217326_c0_g1_i1,-,N,232,23.28,NA,TRINITY_DN217326_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN218614_c0_g1_i1,-,TRINITY_DN218614_c0_g1_i1,-,N,215,22.79,NA,TRINITY_DN218614_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN219421_c0_g1_i1,-,TRINITY_DN219421_c0_g1_i1,-,N,309,19.74,NA,TRINITY_DN219421_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN221211_c0_g1_i1,-,TRINITY_DN221211_c0_g1_i1,-,N,253,23.32,NA,TRINITY_DN221211_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN221808_c0_g1_i1,-,TRINITY_DN221808_c0_g1_i1,-,N,217,23.96,NA,TRINITY_DN221808_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN222826_c0_g1_i1,-,TRINITY_DN222826_c0_g1_i1,-,N,301,23.92,NA,TRINITY_DN222826_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN224960_c0_g1_i1,-,TRINITY_DN224960_c0_g1_i1,-,N,212,23.58,NA,TRINITY_DN224960_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN225538_c0_g1_i1,-,TRINITY_DN225538_c0_g1_i1,-,N,328,23.48,NA,TRINITY_DN225538_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN225549_c0_g1_i1,-,TRINITY_DN225549_c0_g1_i1,-,N,440,23.41,NA,TRINITY_DN225549_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN228101_c0_g1_i1,-,TRINITY_DN228101_c0_g1_i1,-,N,210,23.81,NA,TRINITY_DN228101_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN228677_c0_g1_i1,-,TRINITY_DN228677_c0_g1_i1,-,N,245,23.67,NA,TRINITY_DN228677_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN230016_c0_g1_i1,-,TRINITY_DN230016_c0_g1_i1,-,N,323,23.53,NA,TRINITY_DN230016_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN230527_c0_g1_i1,-,TRINITY_DN230527_c0_g1_i1,-,N,275,22.91,NA,TRINITY_DN230527_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN230702_c0_g1_i1,-,TRINITY_DN230702_c0_g1_i1,-,N,205,23.9,NA,TRINITY_DN230702_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN230827_c0_g1_i1,-,TRINITY_DN230827_c0_g1_i1,-,N,290,23.1,NA,TRINITY_DN230827_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN231278_c0_g1_i1,-,TRINITY_DN231278_c0_g1_i1,-,N,247,23.48,NA,TRINITY_DN231278_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN231878_c0_g1_i1,-,TRINITY_DN231878_c0_g1_i1,-,N,226,19.91,NA,TRINITY_DN231878_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN232129_c0_g1_i1,-,TRINITY_DN232129_c0_g1_i1,-,N,247,22.67,NA,TRINITY_DN232129_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN232672_c0_g1_i1,-,TRINITY_DN232672_c0_g1_i1,-,N,303,23.1,NA,TRINITY_DN232672_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN233871_c0_g1_i1,-,TRINITY_DN233871_c0_g1_i1,-,N,253,21.74,NA,TRINITY_DN233871_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN234584_c0_g1_i1,-,TRINITY_DN234584_c0_g1_i1,-,N,204,19.12,NA,TRINITY_DN234584_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN234939_c0_g1_i1,-,TRINITY_DN234939_c0_g1_i1,-,N,242,21.07,NA,TRINITY_DN234939_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN234847_c0_g1_i1,-,TRINITY_DN234847_c0_g1_i1,-,N,228,23.68,NA,TRINITY_DN234847_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN235219_c0_g1_i1,-,TRINITY_DN235219_c0_g1_i1,-,N,317,23.34,NA,TRINITY_DN235219_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN236262_c0_g1_i1,-,TRINITY_DN236262_c0_g1_i1,-,N,267,23.97,NA,TRINITY_DN236262_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN236813_c0_g1_i1,-,TRINITY_DN236813_c0_g1_i1,-,N,243,23.46,NA,TRINITY_DN236813_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN237809_c0_g1_i1,-,TRINITY_DN237809_c0_g1_i1,-,N,249,20.08,NA,TRINITY_DN237809_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN238311_c0_g1_i1,-,TRINITY_DN238311_c0_g1_i1,-,N,243,22.22,NA,TRINITY_DN238311_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN238603_c0_g1_i1,-,TRINITY_DN238603_c0_g1_i1,-,N,246,21.95,NA,TRINITY_DN238603_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN238614_c0_g1_i1,-,TRINITY_DN238614_c0_g1_i1,-,N,315,23.49,NA,TRINITY_DN238614_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN240159_c0_g1_i1,-,TRINITY_DN240159_c0_g1_i1,-,N,264,23.86,NA,TRINITY_DN240159_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN240627_c0_g1_i1,-,TRINITY_DN240627_c0_g1_i1,-,N,214,23.83,NA,TRINITY_DN240627_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN240866_c0_g1_i1,-,TRINITY_DN240866_c0_g1_i1,-,N,277,23.83,NA,TRINITY_DN240866_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN241636_c0_g1_i1,-,TRINITY_DN241636_c0_g1_i1,-,N,210,23.33,NA,TRINITY_DN241636_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN241792_c0_g1_i1,-,TRINITY_DN241792_c0_g1_i1,-,N,327,23.24,NA,TRINITY_DN241792_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN243672_c0_g1_i1,-,TRINITY_DN243672_c0_g1_i1,-,N,223,23.32,NA,TRINITY_DN243672_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN243757_c0_g1_i1,-,TRINITY_DN243757_c0_g1_i1,-,N,260,23.85,NA,TRINITY_DN243757_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN244251_c0_g1_i1,-,TRINITY_DN244251_c0_g1_i1,-,N,228,23.25,NA,TRINITY_DN244251_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN244343_c0_g1_i1,-,TRINITY_DN244343_c0_g1_i1,-,N,423,22.93,NA,TRINITY_DN244343_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN244341_c0_g1_i1,-,TRINITY_DN244341_c0_g1_i1,-,N,317,23.34,NA,TRINITY_DN244341_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN244827_c0_g1_i1,-,TRINITY_DN244827_c0_g1_i1,-,N,234,22.65,NA,TRINITY_DN244827_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN244986_c0_g1_i1,-,TRINITY_DN244986_c0_g1_i1,-,N,206,21.36,NA,TRINITY_DN244986_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN245257_c0_g1_i1,-,TRINITY_DN245257_c0_g1_i1,-,N,249,22.89,NA,TRINITY_DN245257_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN245516_c0_g1_i1,-,TRINITY_DN245516_c0_g1_i1,-,N,333,23.72,NA,TRINITY_DN245516_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN246765_c0_g1_i1,-,TRINITY_DN246765_c0_g1_i1,-,N,232,21.55,NA,TRINITY_DN246765_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN246866_c0_g1_i1,-,TRINITY_DN246866_c0_g1_i1,-,N,275,21.82,NA,TRINITY_DN246866_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN247113_c0_g1_i1,-,TRINITY_DN247113_c0_g1_i1,-,N,248,23.79,NA,TRINITY_DN247113_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN247216_c0_g1_i1,-,TRINITY_DN247216_c0_g1_i1,-,N,281,21,NA,TRINITY_DN247216_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN247785_c0_g1_i1,-,TRINITY_DN247785_c0_g1_i1,-,N,236,22.88,NA,TRINITY_DN247785_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN248370_c0_g1_i1,-,TRINITY_DN248370_c0_g1_i1,-,N,217,23.04,NA,TRINITY_DN248370_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN250290_c0_g1_i1,-,TRINITY_DN250290_c0_g1_i1,-,N,244,23.77,NA,TRINITY_DN250290_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN250605_c0_g1_i1,-,TRINITY_DN250605_c0_g1_i1,-,N,205,22.44,NA,TRINITY_DN250605_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN252027_c0_g1_i1,-,TRINITY_DN252027_c0_g1_i1,-,N,234,23.93,NA,TRINITY_DN252027_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN252047_c0_g1_i1,-,TRINITY_DN252047_c0_g1_i1,-,N,214,23.83,NA,TRINITY_DN252047_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN252511_c0_g1_i1,-,TRINITY_DN252511_c0_g1_i1,-,N,235,23.83,NA,TRINITY_DN252511_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN253033_c0_g1_i1,-,TRINITY_DN253033_c0_g1_i1,-,N,277,23.47,NA,TRINITY_DN253033_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN254501_c0_g1_i1,-,TRINITY_DN254501_c0_g1_i1,-,N,222,21.17,NA,TRINITY_DN254501_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN254894_c0_g1_i1,-,TRINITY_DN254894_c0_g1_i1,-,N,235,23.4,NA,TRINITY_DN254894_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN255544_c0_g1_i1,-,TRINITY_DN255544_c0_g1_i1,-,N,250,24,NA,TRINITY_DN255544_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN255817_c0_g1_i1,-,TRINITY_DN255817_c0_g1_i1,-,N,285,22.81,NA,TRINITY_DN255817_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN256136_c0_g1_i1,-,TRINITY_DN256136_c0_g1_i1,-,N,211,22.27,NA,TRINITY_DN256136_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN256533_c0_g1_i1,-,TRINITY_DN256533_c0_g1_i1,-,N,228,23.68,NA,TRINITY_DN256533_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN256946_c0_g1_i1,-,TRINITY_DN256946_c0_g1_i1,-,N,210,22.86,NA,TRINITY_DN256946_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN257142_c0_g1_i1,-,TRINITY_DN257142_c0_g1_i1,-,N,346,23.99,NA,TRINITY_DN257142_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN257715_c0_g1_i1,-,TRINITY_DN257715_c0_g1_i1,-,N,267,23.22,NA,TRINITY_DN257715_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN258254_c0_g1_i1,-,TRINITY_DN258254_c0_g1_i1,-,N,310,23.55,NA,TRINITY_DN258254_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN258734_c0_g1_i1,-,TRINITY_DN258734_c0_g1_i1,-,N,206,23.3,NA,TRINITY_DN258734_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN259825_c0_g1_i1,-,TRINITY_DN259825_c0_g1_i1,-,N,270,23.7,NA,TRINITY_DN259825_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN260013_c0_g1_i1,-,TRINITY_DN260013_c0_g1_i1,-,N,258,23.64,NA,TRINITY_DN260013_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN260141_c0_g1_i1,-,TRINITY_DN260141_c0_g1_i1,-,N,265,23.77,NA,TRINITY_DN260141_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN260224_c0_g1_i1,-,TRINITY_DN260224_c0_g1_i1,-,N,350,24,NA,TRINITY_DN260224_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN260729_c0_g1_i1,-,TRINITY_DN260729_c0_g1_i1,-,N,324,22.53,NA,TRINITY_DN260729_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN261236_c0_g1_i1,-,TRINITY_DN261236_c0_g1_i1,-,N,364,23.08,NA,TRINITY_DN261236_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN261464_c0_g1_i1,-,TRINITY_DN261464_c0_g1_i1,-,N,321,23.05,NA,TRINITY_DN261464_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN262055_c0_g1_i1,-,TRINITY_DN262055_c0_g1_i1,-,N,212,23.11,NA,TRINITY_DN262055_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN263183_c0_g1_i1,-,TRINITY_DN263183_c0_g1_i1,-,N,265,23.4,NA,TRINITY_DN263183_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN263195_c0_g1_i1,-,TRINITY_DN263195_c0_g1_i1,-,N,336,23.51,NA,TRINITY_DN263195_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN263724_c0_g1_i1,-,TRINITY_DN263724_c0_g1_i1,-,N,253,21.74,NA,TRINITY_DN263724_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN264837_c0_g1_i1,-,TRINITY_DN264837_c0_g1_i1,-,N,250,23.6,NA,TRINITY_DN264837_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN265416_c0_g1_i1,-,TRINITY_DN265416_c0_g1_i1,-,N,453,23.4,NA,TRINITY_DN265416_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN265811_c0_g1_i1,-,TRINITY_DN265811_c0_g1_i1,-,N,233,22.32,NA,TRINITY_DN265811_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN267907_c0_g1_i1,-,TRINITY_DN267907_c0_g1_i1,-,N,217,23.5,NA,TRINITY_DN267907_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN267966_c0_g1_i1,-,TRINITY_DN267966_c0_g1_i1,-,N,242,23.14,NA,TRINITY_DN267966_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN268506_c0_g1_i1,-,TRINITY_DN268506_c0_g1_i1,-,N,269,23.79,NA,TRINITY_DN268506_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN270353_c0_g1_i1,-,TRINITY_DN270353_c0_g1_i1,-,N,326,21.78,NA,TRINITY_DN270353_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN270689_c0_g1_i1,-,TRINITY_DN270689_c0_g1_i1,-,N,258,23.26,NA,TRINITY_DN270689_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN270768_c0_g1_i1,-,TRINITY_DN270768_c0_g1_i1,-,N,227,21.59,NA,TRINITY_DN270768_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN270886_c0_g1_i1,-,TRINITY_DN270886_c0_g1_i1,-,N,225,24,NA,TRINITY_DN270886_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN271037_c0_g1_i1,-,TRINITY_DN271037_c0_g1_i1,-,N,214,23.36,NA,TRINITY_DN271037_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN271096_c0_g1_i1,-,TRINITY_DN271096_c0_g1_i1,-,N,263,23.57,NA,TRINITY_DN271096_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN271109_c0_g1_i1,-,TRINITY_DN271109_c0_g1_i1,-,N,305,21.97,NA,TRINITY_DN271109_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN271368_c0_g1_i1,-,TRINITY_DN271368_c0_g1_i1,-,N,230,20,NA,TRINITY_DN271368_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN271585_c0_g1_i1,-,TRINITY_DN271585_c0_g1_i1,-,N,209,23.44,NA,TRINITY_DN271585_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN272035_c0_g1_i1,-,TRINITY_DN272035_c0_g1_i1,-,N,290,23.45,NA,TRINITY_DN272035_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN272177_c0_g1_i1,-,TRINITY_DN272177_c0_g1_i1,-,N,591,23.35,NA,TRINITY_DN272177_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN272436_c0_g1_i1,-,TRINITY_DN272436_c0_g1_i1,-,N,282,23.76,NA,TRINITY_DN272436_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN272693_c0_g1_i1,-,TRINITY_DN272693_c0_g1_i1,-,N,247,22.27,NA,TRINITY_DN272693_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN273486_c0_g1_i1,-,TRINITY_DN273486_c0_g1_i1,-,N,220,22.73,NA,TRINITY_DN273486_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN273505_c0_g1_i1,-,TRINITY_DN273505_c0_g1_i1,-,N,249,23.29,NA,TRINITY_DN273505_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN274035_c0_g1_i1,-,TRINITY_DN274035_c0_g1_i1,-,N,214,20.56,NA,TRINITY_DN274035_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN274429_c0_g1_i1,-,TRINITY_DN274429_c0_g1_i1,-,N,299,23.75,NA,TRINITY_DN274429_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN275028_c0_g1_i1,-,TRINITY_DN275028_c0_g1_i1,-,N,202,22.77,NA,TRINITY_DN275028_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN275675_c0_g1_i1,-,TRINITY_DN275675_c0_g1_i1,-,N,234,23.08,NA,TRINITY_DN275675_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN275720_c0_g1_i1,-,TRINITY_DN275720_c0_g1_i1,-,N,202,23.76,NA,TRINITY_DN275720_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN276360_c0_g1_i1,-,TRINITY_DN276360_c0_g1_i1,-,N,242,21.07,NA,TRINITY_DN276360_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN276446_c0_g1_i1,-,TRINITY_DN276446_c0_g1_i1,-,N,357,22.97,NA,TRINITY_DN276446_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN276849_c0_g1_i1,-,TRINITY_DN276849_c0_g1_i1,-,N,231,23.81,NA,TRINITY_DN276849_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN277322_c0_g1_i1,-,TRINITY_DN277322_c0_g1_i1,-,N,280,20.36,NA,TRINITY_DN277322_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN278173_c0_g1_i1,-,TRINITY_DN278173_c0_g1_i1,-,N,352,23.3,NA,TRINITY_DN278173_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN278942_c0_g1_i1,-,TRINITY_DN278942_c0_g1_i1,-,N,247,23.48,NA,TRINITY_DN278942_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN278956_c0_g1_i1,-,TRINITY_DN278956_c0_g1_i1,-,N,236,23.73,NA,TRINITY_DN278956_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN279114_c0_g1_i1,-,TRINITY_DN279114_c0_g1_i1,-,N,369,23.04,NA,TRINITY_DN279114_c0_g1_i1
